	FP3194  TIM-JPL 42cm-1 LPE	03 Aug 2022		
44.560361	0.8912753581			
44.622858	0.8911163724			
44.685355	0.8909507119			
44.747852	0.8903045682			
44.810349	0.8893380129			
44.872846	0.8884185364			
44.935343	0.8876182815			
44.99784	0.8868834079			
45.060337	0.8862573484			
45.122834	0.885631913			
45.185331	0.8847550186			
45.247828	0.8837482426			
45.310325	0.8830937555			
45.372822	0.8828500727			
45.435319	0.8824616001			
45.497816	0.8815174504			
45.560313	0.8801491347			
45.62281	0.8785398795			
45.685307	0.876581153			
45.747804	0.8742883217			
45.810301	0.8720481878			
45.872798	0.8700430635			
45.935295	0.8678770451			
45.997792	0.8651743206			
46.060289	0.8622354193			
46.122786	0.8596158022			
46.185283	0.8572261706			
46.24778	0.8544301811			
46.310277	0.8508758841			
46.372774	0.8467293284			
46.435271	0.8421892587			
46.497768	0.837257616			
46.560265	0.8320291903			
46.622762	0.8265930281			
46.685259	0.8205158364			
46.747756	0.8130906014			
46.810253	0.8044621321			
46.87275	0.7957967026			
46.935247	0.7874754228			
46.997744	0.7775069482			
47.060241	0.7629646874			
47.122738	0.743656083			
47.185235	0.7225004037			
47.247732	0.7018100176			
47.310229	0.6814888321			
47.372726	0.6605294861			
47.435223	0.6386648038			
47.49772	0.616202775			
47.560217	0.5931981365			
47.622714	0.5695562747			
47.685211	0.5455752654			
47.747708	0.521871682			
47.810205	0.4989112568			
47.872702	0.476831596			
47.935199	0.4554913599			
47.997696	0.4345015379			
48.060193	0.4133619245			
48.12269	0.3917733527			
48.185187	0.3698493833			
48.247684	0.3480088613			
48.310181	0.3267435851			
48.372678	0.3064250069			
48.435175	0.2871353089			
48.497672	0.268731117			
48.560169	0.2512013017			
48.622666	0.2348163973			
48.685163	0.2197628631			
48.74766	0.2058054203			
48.810157	0.1925292821			
48.872654	0.1798003996			
48.935151	0.1677537965			
48.997648	0.1563822377			
49.060145	0.1454689037			
49.122642	0.1349361777			
49.185139	0.1249527458			
49.247636	0.1156412383			
49.310133	0.1069464201			
49.37263	0.09885856484			
49.435127	0.09146568511			
49.497624	0.0847332944			
49.560121	0.07850250522			
49.622618	0.07269638973			
49.685115	0.06730662619			
49.747612	0.06221074713			
49.810109	0.05725118381			
49.872606	0.05247930802			
49.935103	0.0480981729			
49.9976	0.0441798552			
50.060097	0.0406598778			
50.122594	0.03755117558			
50.185091	0.03488173349			
50.247588	0.03249202525			
50.310085	0.0301512671			
50.372582	0.02784540904			
50.435079	0.02573413721			
50.497576	0.02379690699			
50.560073	0.02181354463			
50.62257	0.01975230172			
50.685067	0.01790603577			
50.747564	0.0165441383			
50.810061	0.01557237736			
50.872558	0.01472753513			
50.935055	0.01393392673			
50.997552	0.01325707495			
51.060049	0.01266869153			
51.122546	0.01203146044			
51.185043	0.01126037258			
51.24754	0.0104336936			
51.310037	0.009733149092			
51.372534	0.009225643179			
51.435031	0.008764179114			
51.497528	0.008216670972			
51.560025	0.007649936431			
51.622522	0.007218602244			
51.685019	0.006952607356			
51.747516	0.006738255125			
51.810013	0.006504137804			
51.87251	0.006311941473			
51.935007	0.006202200803			
51.997504	0.006036361208			
52.060001	0.005633063147			
52.122498	0.005043780781			
52.184995	0.004521344796			
52.247492	0.004170920406			
52.309989	0.003865560935			
52.372486	0.003569564579			
52.434983	0.003441285984			
52.49748	0.00348763673			
52.559977	0.003456912302			
52.622474	0.003189812227			
52.684971	0.002795427502			
52.747468	0.002478187781			
52.809965	0.002297751886			
52.872462	0.002164032862			
52.934959	0.001995747977			
52.997456	0.001812072915			
53.059953	0.001639207439			
53.12245	0.001460778005			
53.184947	0.001294359727			
53.247444	0.001170931412			
53.309941	0.001067261565			
53.372438	0.0009597150973			
53.434935	0.0008883821555			
53.497432	0.0008948177225			
53.559929	0.0009558898654			
53.622426	0.001044698795			
53.684923	0.001160923381			
53.74742	0.001297250279			
53.809917	0.001410760994			
53.872414	0.001465937992			
53.934911	0.001486555842			
53.997408	0.001491828799			
54.059905	0.001452122268			
54.122402	0.001418296511			
54.184899	0.001514799837			
54.247396	0.001666632251			
54.309893	0.001670500385			
54.37239	0.001514474363			
54.434887	0.001454546318			
54.497384	0.00167806698			
54.559881	0.001987207468			
54.622378	0.002099344938			
54.684875	0.001975355178			
54.747372	0.001756001179			
54.809869	0.001550820447			
54.872366	0.001374845149			
54.934863	0.001241878635			
54.99736	0.001174462314			
55.059857	0.001152782034			
55.122354	0.001144665962			
55.184851	0.001200839394			
55.247348	0.001334518085			
55.309845	0.00134663458			
55.372342	0.001063078389			
55.434839	0.000610567014			
55.497336	0.0004551676513			
55.559833	0.0006956896111			
55.62233	0.0008961838694			
55.684827	0.0008661001551			
55.747324	0.0007383454723			
55.809821	0.0007000502226			
55.872318	0.0007260357153			
55.934815	0.000730032506			
55.997312	0.0007312372404			
56.059809	0.0008212739804			
56.122306	0.001000573338			
56.184803	0.001163104753			
56.2473	0.001203390062			
56.309797	0.001077904452			
56.372294	0.0008730312613			
56.434791	0.0007930006177			
56.497288	0.0009092665863			
56.559785	0.001028158516			
56.622282	0.0009788917425			
56.684779	0.0008146810883			
56.747276	0.0007414468069			
56.809773	0.0008047383716			
56.87227	0.0007724448959			
56.934767	0.0004739717598			
56.997264	-0.0000300505294			
57.059761	-0.0003514625836			
57.122258	-0.0003019098526			
57.184755	-0.0002448007776			
57.247252	-0.0001467177866			
57.309749	0.00003120897326			
57.372246	0.0001633374364			
57.434743	0.0001806141056			
57.49724	0.0001511476559			
57.559737	0.0001262234099			
57.622234	0.0001406035577			
57.684731	0.0002500068461			
57.747228	0.0004627791404			
57.809725	0.0006632557213			
57.872222	0.0007074003591			
57.934719	0.0005425567617			
57.997216	0.0002558187041			
58.059713	0.00008039584422			
58.12221	0.0002151872655			
58.184707	0.0005075132035			
58.247204	0.0006913224575			
58.309701	0.0006422125904			
58.372198	0.0004170512907			
58.434695	0.000247310069			
58.497192	0.0003171057241			
58.559689	0.0004851258433			
58.622186	0.0005723199211			
58.684683	0.0006438530556			
58.74718	0.0008416493695			
58.809677	0.001004747092			
58.872174	0.000924888762			
58.934671	0.0006380338942			
58.997168	0.0003660251851			
59.059665	0.0003868873321			
59.122162	0.0006113710443			
59.184659	0.0008117422408			
59.247156	0.0009353073361			
59.309653	0.0009438489175			
59.37215	0.0008689273267			
59.434647	0.0008674746718			
59.497144	0.001001136347			
59.559641	0.001115478309			
59.622138	0.001097424279			
59.684635	0.001042582097			
59.747132	0.001091964713			
59.809629	0.001151686784			
59.872126	0.001061090111			
59.934623	0.0009331776545			
59.99712	0.001018475229			
60.059617	0.001188512064			
60.122114	0.001164562512			
60.184611	0.0009121090524			
60.247108	0.0006258466404			
60.309605	0.0004763840392			
60.372102	0.0004355056491			
60.434599	0.0004837766764			
60.497096	0.0006674154002			
60.559593	0.0008521931845			
60.62209	0.0008533797841			
60.684587	0.000718862628			
60.747084	0.0007177187112			
60.809581	0.0009088537895			
60.872078	0.001053710762			
60.934575	0.001046997039			
60.997072	0.0009708811551			
61.059569	0.0008722433086			
61.122066	0.0006915090631			
61.184563	0.000460549122			
61.24706	0.0003460963738			
61.309557	0.0003069208695			
61.372054	0.0001584614742			
61.434551	0.00003286718704			
61.497048	0.0002379386779			
61.559545	0.0005327238523			
61.622042	0.0005492408532			
61.684539	0.000338741828			
61.747036	0.0003295628517			
61.809533	0.0005877886988			
61.87203	0.0007421004293			
61.934527	0.0006807121704			
61.997024	0.0005857195378			
62.059521	0.000546675213			
62.122018	0.0004198269309			
62.184515	0.00015435972			
62.247012	0.00003707094585			
62.309509	0.0002006113593			
62.372006	0.0003095052764			
62.434503	0.0002471940983			
62.497	0.0001956835487			
62.559497	0.0002470244474			
62.621994	0.0002727147548			
62.684491	0.0002485854962			
62.746988	0.0003326051134			
62.809485	0.0005187865369			
62.871982	0.000579112837			
62.934479	0.0003949036507			
62.996976	0.00007678796036			
63.059473	-0.000120962595			
63.12197	0.00001116048346			
63.184467	0.0004161463474			
63.246964	0.0008126504792			
63.309461	0.0009073017443			
63.371958	0.0006145066752			
63.434455	0.0003247697013			
63.496952	0.0005483548814			
63.559449	0.0008457281532			
63.621946	0.0008502866409			
63.684443	0.0006591987544			
63.74694	0.0007365470454			
63.809437	0.001041243308			
63.871934	0.001112016528			
63.934431	0.0009272786743			
63.996928	0.0008482034036			
64.059425	0.0008996797923			
64.121922	0.000712458628			
64.184419	0.0003287911763			
64.246916	0.0003638624245			
64.309413	0.0008353292456			
64.37191	0.001056027208			
64.434407	0.000882311887			
64.496904	0.0007698175618			
64.559401	0.0009719569239			
64.621898	0.001066492229			
64.684395	0.0009204164676			
64.746892	0.001041649674			
64.809389	0.001500251836			
64.871886	0.00161262778			
64.934383	0.001104091617			
64.99688	0.0004321026132			
65.059377	0.0004257463144			
65.121874	0.0007636079899			
65.184371	0.0007892474767			
65.246868	0.0008743004113			
65.309365	0.001328210971			
65.371862	0.001705700375			
65.434359	0.001780088945			
65.496856	0.001844303175			
65.559353	0.002017627355			
65.62185	0.00179715351			
65.684347	0.0007310030436			
65.746844	-0.0008080366436			
65.809341	0.0002026654488			
65.871838	0.001169747595			
65.934335	0.001007812752			
65.996832	0.0002610159482			
66.059329	0.0006266159119			
66.121826	0.001463140625			
66.184323	0.001442655322			
66.24682	0.0004758456272			
66.309317	-0.0001814757247			
66.371814	0.0006281043777			
66.434311	0.0009837044179			
66.496808	0.0007241144015			
66.559305	0.0005680212765			
66.621802	0.0007328016901			
66.684299	0.0004942530958			
66.746796	-0.0004761083285			
66.809293	-0.001007338899			
66.87179	0.0003624521139			
66.934287	0.001095723102			
66.996784	0.0008957185242			
67.059281	0.000008618846172			
67.121778	-0.001000981212			
67.184275	-0.001102588641			
67.246772	-0.001183197747			
67.309269	-0.0007201003206			
67.371766	-0.0001482771708			
67.434263	-0.000008629606477			
67.49676	-0.0003274897581			
67.559257	-0.0002916866384			
67.621754	0.0004221607103			
67.684251	0.0009621102			
67.746748	0.00109929052			
67.809245	0.001197726368			
67.871742	0.001478908977			
67.934239	0.001602184514			
67.996736	0.001325620573			
68.059233	0.0009575862472			
68.12173	0.0009298033876			
68.184227	0.001005768946			
68.246724	0.0008622196572			
68.309221	0.0007688482072			
68.371718	0.001047080447			
68.434215	0.00138345141			
68.496712	0.001370923573			
68.559209	0.001078163507			
68.621706	0.0008240629644			
68.684203	0.0006307454251			
68.7467	0.0003079042022			
68.809197	0.00009157351484			
68.871694	0.0004012769813			
68.934191	0.0008447145451			
68.996688	0.0009579678731			
69.059185	0.0008052740838			
69.121682	0.0007436356467			
69.184179	0.0009131562465			
69.246676	0.001077513643			
69.309173	0.00109741193			
69.37167	0.001045600721			
69.434167	0.0008993049986			
69.496664	0.0005942398597			
69.559161	0.0005675735024			
69.621658	0.001095934477			
69.684155	0.001444248822			
69.746652	0.001367855431			
69.809149	0.001058317741			
69.871646	0.0008797654434			
69.934143	0.0008236055224			
69.99664	0.0005454560219			
70.059137	0.000113064893			
70.121634	0.00009825433993			
70.184131	0.0003581346909			
70.246628	0.0004106437945			
70.309125	0.0003929438283			
70.371622	0.0006272021782			
70.434119	0.001041482548			
70.496616	0.001355163622			
70.559113	0.001486576593			
70.62161	0.001474849583			
70.684107	0.001293769308			
70.746604	0.0009672784013			
70.809101	0.0006724019819			
70.871598	0.0005148325797			
70.934095	0.0002488640787			
70.996592	-0.0002562550248			
71.059089	-0.0006099000528			
71.121586	-0.0004155701775			
71.184083	-0.0001158847983			
71.24658	0.00004957124755			
71.309077	0.0001951388554			
71.371574	0.0002882296768			
71.434071	0.0001753855311			
71.496568	0.000007057406502			
71.559065	0.0002007875036			
71.621562	0.0005685699718			
71.684059	0.000523969628			
71.746556	-0.00009324915268			
71.809053	-0.0006541796275			
71.87155	-0.0003556510652			
71.934047	0.0001362882095			
71.996544	0.0002039982634			
72.059041	0.000007896568886			
72.121538	-0.00005970104402			
72.184035	-0.0001232338561			
72.246532	-0.0004829285382			
72.309029	-0.0007135812987			
72.371526	-0.0002636247072			
72.434023	0.0003066518035			
72.49652	0.0005188797277			
72.559017	0.0004912380918			
72.621514	0.0005064966314			
72.684011	0.000496497914			
72.746508	0.0003391348217			
72.809005	0.0003438358072			
72.871502	0.0007560143146			
72.933999	0.001146962156			
72.996496	0.001110930258			
73.058993	0.0008153111711			
73.12149	0.000663772872			
73.183987	0.0005566706863			
73.246484	0.0002309851825			
73.308981	0.00003809624828			
73.371478	0.0004291116578			
73.433975	0.0008660714567			
73.496472	0.0008828680361			
73.558969	0.0006143207723			
73.621466	0.0005690277381			
73.683963	0.0008367924504			
73.74646	0.0009992409086			
73.808957	0.0009915618619			
73.871454	0.001075073774			
73.933951	0.001230232109			
73.996448	0.001168100364			
74.058945	0.0008413051894			
74.121442	0.0006339692468			
74.183939	0.0007564530107			
74.246436	0.0008807815574			
74.308933	0.0008684543014			
74.37143	0.0008855999282			
74.433927	0.0009442985076			
74.496424	0.0008675922223			
74.558921	0.0007029798303			
74.621418	0.0006943880648			
74.683915	0.0007805275111			
74.746412	0.0007428803006			
74.808909	0.0006176700253			
74.871406	0.0006385159751			
74.933903	0.0007845976505			
74.9964	0.0008096848575			
75.058897	0.0007196494668			
75.121394	0.0007390806758			
75.183891	0.000859565661			
75.246388	0.0008495345496			
75.308885	0.0006975864844			
75.371382	0.0006454988503			
75.433879	0.0007393720248			
75.496376	0.0007555422414			
75.558873	0.0006516800626			
75.62137	0.000618983352			
75.683867	0.0006830543343			
75.746364	0.000664070671			
75.808861	0.000517597067			
75.871358	0.0003707860628			
75.933855	0.0002449197744			
75.996352	0.00006730427723			
76.058849	-0.00008297577924			
76.121346	-0.00001961088755			
76.183843	0.0001868275888			
76.24634	0.0002815147686			
76.308837	0.0002253663276			
76.371334	0.0001554645803			
76.433831	0.00008610852471			
76.496328	-0.0000894731526			
76.558825	-0.0002888556691			
76.621322	-0.0002601226572			
76.683819	-0.00003171199135			
76.746316	0.0001057298809			
76.808813	0.000009938482259			
76.87131	-0.0002149059704			
76.933807	-0.0003879432582			
76.996304	-0.0004317731425			
77.058801	-0.0003558428982			
77.121298	-0.0002025455			
77.183795	-0.000054266633			
77.246292	0.00005507227684			
77.308789	0.0002053560148			
77.371286	0.0003928901991			
77.433783	0.0003997601772			
77.49628	0.0001506662011			
77.558777	-0.0000757062987			
77.621274	-0.00002157126248			
77.683771	0.00006676290557			
77.746268	-0.00003360710671			
77.808765	-0.00006735156831			
77.871262	0.0002329813335			
77.933759	0.0005713809204			
77.996256	0.0005950083384			
78.058753	0.0003725634734			
78.12125	0.0003099499658			
78.183747	0.0005404037268			
78.246244	0.0007435708764			
78.308741	0.0007607777448			
78.371238	0.0007352506631			
78.433735	0.0007902314248			
