	FP3194  TIM-JPL 42cm-1 LPE	03 Aug 2022		
78.496232	0.0008581893981			
78.558729	0.0008798900528			
78.621226	0.0009260132709			
78.683723	0.001018225335			
78.74622	0.001064157036			
78.808717	0.001029664907			
78.871214	0.0009759664183			
78.933711	0.0008954744637			
78.996208	0.000693113515			
79.058705	0.0004210993042			
79.121202	0.0002791965633			
79.183699	0.0002889728016			
79.246196	0.0003335502822			
79.308693	0.0004550473046			
79.37119	0.0007251628679			
79.433687	0.0009592273217			
79.496184	0.0009084198847			
79.558681	0.0005795958496			
79.621178	0.0002598841341			
79.683675	0.0002151681052			
79.746172	0.0003772534106			
79.808669	0.0005835960642			
79.871166	0.0007858817902			
79.933663	0.000889914611			
79.99616	0.000806851466			
80.058657	0.0006339782242			
80.121154	0.0005391907378			
80.183651	0.0005592230615			
80.246148	0.0005682127713			
80.308645	0.000430339655			
80.371142	0.0001905103735			
80.433639	-0.00003948369491			
80.496136	-0.0001809193134			
80.558633	-0.0001773389181			
80.62113	0.00006046181596			
80.683627	0.0003485378946			
80.746124	0.0004449286063			
80.808621	0.0003391733102			
80.871118	0.00009841889107			
80.933615	-0.0002528843914			
80.996112	-0.0005980937036			
81.058609	-0.0006100504877			
81.121106	-0.0002865512574			
81.183603	-0.00001735318813			
81.2461	0.00003282402029			
81.308597	0.000009804105002			
81.371094	0.00009545671397			
81.433591	0.0001859356752			
81.496088	0.00008643782094			
81.558585	-0.000156694763			
81.621082	-0.0003356506397			
81.683579	-0.0004094550792			
81.746076	-0.000472043671			
81.808573	-0.0004179868727			
81.87107	-0.0001223514637			
81.933567	0.0001600621649			
81.996064	0.000225674851			
82.058561	0.0002242477539			
82.121058	0.0004011903675			
82.183555	0.0006425008779			
82.246052	0.0006970714801			
82.308549	0.0006328518439			
82.371046	0.0007021652509			
82.433543	0.0008837274897			
82.49604	0.0009019603911			
82.558537	0.0006990832292			
82.621034	0.0005238304577			
82.683531	0.000500163957			
82.746028	0.000469824408			
82.808525	0.000337296267			
82.871022	0.000255221539			
82.933519	0.0003321112144			
82.996016	0.0003788232148			
83.058513	0.0002899746116			
83.12101	0.0002218600369			
83.183507	0.000295088923			
83.246004	0.0003947127917			
83.308501	0.0003879252732			
83.370998	0.0003429405226			
83.433495	0.0004041505978			
83.495992	0.0005777292841			
83.558489	0.0007736171952			
83.620986	0.0008956102963			
83.683483	0.0008980316405			
83.74598	0.00081049845			
83.808477	0.0007170025837			
83.870974	0.000688639712			
83.933471	0.0006968016355			
83.995968	0.0006801370335			
84.058465	0.0006697049921			
84.120962	0.0007250953029			
84.183459	0.000815408386			
84.245956	0.0008521532847			
84.308453	0.0008284101542			
84.37095	0.0008273584079			
84.433447	0.0008467325443			
84.495944	0.0008195901838			
84.558441	0.0007944379614			
84.620938	0.0008293844321			
84.683435	0.0008238995309			
84.745932	0.0006958239119			
84.808429	0.0006209966162			
84.870926	0.0008193984387			
84.933423	0.001104243255			
84.99592	0.001113744645			
85.058417	0.0007839477179			
85.120914	0.0003633646418			
85.183411	0.00004007316376			
85.245908	-0.0002690813455			
85.308405	-0.0005730087073			
85.370902	-0.0006076056354			
85.433399	-0.0003215693491			
85.495896	-0.00003451127609			
85.558393	0.00004909240542			
85.62089	-0.00003598807445			
85.683387	-0.000145345438			
85.745884	-0.0002068828239			
85.808381	-0.0001927233692			
85.870878	-0.00003599869094			
85.933375	0.0001660983034			
85.995872	0.0002133377809			
86.058369	0.00006954257405			
86.120866	-0.0001100350101			
86.183363	-0.000186820761			
86.24586	-0.000210707565			
86.308357	-0.0002715518246			
86.370854	-0.0003422796584			
86.433351	-0.0003667599301			
86.495848	-0.0003131415562			
86.558345	-0.0002167993731			
86.620842	-0.0001680234129			
86.683339	-0.0002439883956			
86.745836	-0.0003859246549			
86.808333	-0.0003815269128			
86.87083	-0.0001916200291			
86.933327	-0.00009006415064			
86.995824	-0.0002711737088			
87.058321	-0.000555739655			
87.120818	-0.0005876598759			
87.183315	-0.0003920106435			
87.245812	-0.0002876037476			
87.308309	-0.0003077204439			
87.370806	-0.0002266556836			
87.433303	-0.00002383680468			
87.4958	0.0001194362275			
87.558297	0.0001890947228			
87.620794	0.0003458324553			
87.683291	0.0006219962453			
87.745788	0.0008011960802			
87.808285	0.0007181989305			
87.870782	0.0004876606295			
87.933279	0.0003121749823			
87.995776	0.0002481478966			
88.058273	0.0002766080827			
88.12077	0.0004169433433			
88.183267	0.00058057667			
88.245764	0.0006041941482			
88.308261	0.0004842134806			
88.370758	0.0004041597411			
88.433255	0.0005051189342			
88.495752	0.000694288778			
88.558249	0.0008454435593			
88.620746	0.0009595264524			
88.683243	0.001022675058			
88.74574	0.000933145943			
88.808237	0.0006718458902			
88.870734	0.0004279071947			
88.933231	0.0003835528697			
88.995728	0.0004522218568			
89.058225	0.0004982374397			
89.120722	0.0005628340415			
89.183219	0.0007277767369			
89.245716	0.000918490432			
89.308213	0.0009897664261			
89.37071	0.0009279163096			
89.433207	0.0008366089583			
89.495704	0.000775309963			
89.558201	0.0006952309003			
89.620698	0.0005235942519			
89.683195	0.0002617664635			
89.745692	0.000004698702112			
89.808189	-0.0001310949926			
89.870686	-0.0001218191959			
89.933183	-0.00004949313373			
89.99568	0.000009204487935			
90.058177	0.00007900552815			
90.120674	0.0001918684408			
90.183171	0.0002802396002			
90.245668	0.0002821773529			
90.308165	0.0002473671731			
90.370662	0.0002656327532			
90.433159	0.0003132569902			
90.495656	0.0002779775865			
90.558153	0.0001719953764			
90.62065	0.000129347502			
90.683147	0.0001750882616			
90.745644	0.0002045777639			
90.808141	0.0001984877791			
90.870638	0.0002485995726			
90.933135	0.0003676151547			
90.995632	0.0004509070241			
91.058129	0.0004488018303			
91.120626	0.0004243578562			
91.183123	0.000424139072			
91.24562	0.0004254609429			
91.308117	0.0004398946693			
91.370614	0.0005052620433			
91.433111	0.0006101160486			
91.495608	0.0006838604958			
91.558105	0.0007066710566			
91.620602	0.0007790863804			
91.683099	0.0008603158348			
91.745596	0.0008042398486			
91.808093	0.0007322549334			
91.87059	0.0008918317807			
91.933087	0.001264909807			
91.995584	0.001613556313			
92.058081	0.001808289918			
92.120578	0.001854054161			
92.183075	0.001727059479			
92.245572	0.001458769468			
92.308069	0.001261895218			
92.370566	0.001275198381			
92.433063	0.001362117844			
92.49556	0.001327133794			
92.558057	0.001194073324			
92.620554	0.001212921439			
92.683051	0.001438415284			
92.745548	0.001671685154			
92.808045	0.001766351267			
92.870542	0.00173016567			
92.933039	0.001673357368			
92.995536	0.00170880384			
93.058033	0.001884921475			
93.12053	0.00212391864			
93.183027	0.00225927928			
93.245524	0.002252807373			
93.308021	0.002293380059			
93.370518	0.002547980491			
93.433015	0.002921688726			
93.495512	0.003228325621			
93.558009	0.003491817974			
93.620506	0.003846030302			
93.683003	0.004238684091			
93.7455	0.004556402365			
93.807997	0.004890099414			
93.870494	0.005419828966			
93.932991	0.006057697636			
93.995488	0.006572046782			
94.057985	0.006933612248			
94.120482	0.007337632096			
94.182979	0.007859315629			
94.245476	0.008327558661			
94.307973	0.008664396521			
94.37047	0.008922636914			
94.432967	0.009118696239			
94.495464	0.009214080621			
94.557961	0.009207976478			
94.620458	0.009148288781			
94.682955	0.008986361236			
94.745452	0.008628588754			
94.807949	0.008167160356			
94.870446	0.007824222544			
94.932943	0.007596026956			
94.99544	0.007232926222			
95.057937	0.006659713893			
95.120434	0.006161176902			
95.182931	0.00600483537			
95.245428	0.006065444413			
95.307925	0.006107308009			
95.370422	0.006130250513			
95.432919	0.006165336642			
95.495416	0.006025693924			
95.557913	0.005528904745			
95.62041	0.004834644486			
95.682907	0.004355539676			
95.745404	0.0042602041			
95.807901	0.004268405161			
95.870398	0.004091149752			
95.932895	0.003749626804			
95.995392	0.003424419009			
96.057889	0.003190192045			
96.120386	0.002993266515			
96.182883	0.002823304163			
96.24538	0.002734604278			
96.307877	0.002707666626			
96.370374	0.002607096989			
96.432871	0.00232445949			
96.495368	0.001962059364			
96.557865	0.001832201498			
96.620362	0.002053358902			
96.682859	0.002298406411			
96.745356	0.002238092013			
96.807853	0.001867791972			
96.87035	0.001479032496			
96.932847	0.001372469907			
96.995344	0.001505297119			
97.057841	0.001605214608			
97.120338	0.001524040586			
97.182835	0.001313192341			
97.245332	0.001136542588			
97.307829	0.001113040403			
97.370326	0.001163708028			
97.432823	0.001118434427			
97.49532	0.0009389526631			
97.557817	0.0007900633035			
97.620314	0.0008393429403			
97.682811	0.0009532886684			
97.745308	0.0009508470607			
97.807805	0.0008154752986			
97.870302	0.0006010688818			
97.932799	0.0003277728776			
97.995296	0.00006371380383			
98.057793	0.00006159011195			
98.12029	0.0003209764192			
98.182787	0.0005113551569			
98.245284	0.000495933485			
98.307781	0.000411434112			
98.370278	0.0005302823414			
98.432775	0.0007518194054			
98.495272	0.0008966886502			
98.557769	0.0009574790865			
98.620266	0.0009856962849			
98.682763	0.0009657855305			
98.74526	0.0008562609418			
98.807757	0.0007070589793			
98.870254	0.0006338075808			
98.932751	0.0006398424757			
98.995248	0.0005752037697			
99.057745	0.0004597667944			
99.120242	0.0004599704872			
99.182739	0.000435504968			
99.245236	0.0003347438044			
99.307733	0.0003297266886			
99.37023	0.0003380207302			
99.432727	0.0003364452567			
99.495224	0.000281527927			
99.557721	0.0002206967366			
99.620218	0.0002866488039			
99.682715	0.000486218084			
99.745212	0.000775124061			
99.807709	0.0009859517803			
99.870206	0.001020725152			
99.932703	0.0008657431942			
99.9952	0.0006385627541			
100.057697	0.0006751547598			
100.120194	0.0008181557406			
100.182691	0.0008262904448			
100.245188	0.0006235676374			
100.307685	0.0003656853724			
100.370182	0.0004542376516			
100.432679	0.0007706283115			
100.495176	0.0008193099423			
100.557673	0.0005892304206			
100.62017	0.0004979732848			
100.682667	0.0004053989			
100.745164	0.0002981178507			
100.807661	0.0002965871861			
100.870158	0.0003080995732			
100.932655	0.0003248537191			
100.995152	0.0003043212426			
101.057649	0.0002033738875			
101.120146	0.00007908741886			
101.182643	0.00003745408282			
101.24514	0.00003815257033			
101.307637	0.00006693114483			
101.370134	0.0002057915859			
101.432631	0.0003538578913			
101.495128	0.0004067674015			
101.557625	0.0003983622992			
101.620122	0.0004328586714			
101.682619	0.0004360822177			
101.745116	0.0004172910638			
101.807613	0.0005183096112			
101.87011	0.0007211412666			
101.932607	0.0008614534347			
101.995104	0.0008584077823			
102.057601	0.0007107973502			
102.120098	0.0005040790026			
102.182595	0.0004501389789			
102.245092	0.0006192610275			
102.307589	0.0008037667159			
102.370086	0.0009158940141			
102.432583	0.0009136476048			
102.49508	0.0008124751434			
102.557577	0.0007060636482			
102.620074	0.0007043144661			
102.682571	0.0007491993576			
102.745068	0.0007024541198			
102.807565	0.0005229875524			
102.870062	0.0002572667138			
102.932559	0.000303073627			
102.995056	0.0003966312695			
103.057553	0.0005118293907			
103.12005	0.0007400401247			
103.182547	0.0008604066258			
103.245044	0.0008149178902			
103.307541	0.0006778382227			
103.370038	0.0005867254813			
103.432535	0.000515574408			
103.495032	0.0004167757508			
103.557529	0.0002998530063			
103.620026	0.0001782024223			
103.682523	0.0001056741939			
103.74502	0.0004002790501			
103.807517	0.000728018016			
103.870014	0.0009733093494			
103.932511	0.001055821672			
103.995008	0.0009539604851			
104.057505	0.0007310834315			
104.120002	0.0005138359281			
104.182499	0.0004107376564			
104.244996	0.0004244009842			
104.307493	0.0005303408741			
104.36999	0.0006521769752			
104.432487	0.0006889068812			
104.494984	0.0006184084618			
104.557481	0.0005458307084			
104.619978	0.0005818800518			
104.682475	0.0006672449284			
104.744972	0.0006392899611			
104.807469	0.0004757145067			
104.869966	0.0002938228171			
104.932463	0.0002805617604			
104.99496	0.0004426452776			
105.057457	0.0006399558915			
105.119954	0.000803245803			
105.182451	0.0008874062141			
105.244948	0.0008324214669			
105.307445	0.0007095142409			
105.369942	0.0007104445891			
105.432439	0.0008319022019			
105.494936	0.0009224495455			
105.557433	0.0009350199164			
105.61993	0.0008871829533			
105.682427	0.0008260852675			
105.744924	0.000781889031			
105.807421	0.0007040741292			
105.869918	0.0006256666339			
105.932415	0.0005896630842			
105.994912	0.0005407231113			
106.057409	0.0003731581017			
106.119906	0.0004719852381			
106.182403	0.0008097936472			
106.2449	0.00110670464			
106.307397	0.001182556491			
106.369894	0.001059238561			
106.432391	0.0008607977823			
106.494888	0.0007160258988			
106.557385	0.000662839811			
106.619882	0.0006342132235			
106.682379	0.0005857561068			
106.744876	0.0005223625888			
106.807373	0.0004728790578			
106.86987	0.0006226941578			
106.932367	0.000713364728			
106.994864	0.0007065755813			
107.057361	0.0006290255987			
107.119858	0.0005195287479			
107.182355	0.0005245457495			
107.244852	0.0006265175113			
107.307349	0.0008289713305			
107.369846	0.001046024664			
107.432343	0.001125700841			
107.49484	0.0009831156558			
107.557337	0.0006893576951			
107.619834	0.0006587265032			
107.682331	0.0008354850275			
107.744828	0.000896070543			
107.807325	0.0007976821374			
107.869822	0.0006590143307			
107.932319	0.0006794465067			
107.994816	0.0009324989999			
108.057313	0.001122911392			
108.11981	0.001199920294			
108.182307	0.001200396724			
108.244804	0.001144871599			
108.307301	0.001054674492			
108.369798	0.0009810072886			
108.432295	0.0009394063977			
108.494792	0.0008912868522			
108.557289	0.0008255384358			
108.619786	0.0007987586532			
108.682283	0.0008242435135			
108.74478	0.0009682698467			
108.807277	0.001130245986			
108.869774	0.001114488634			
108.932271	0.0009368190174			
108.994768	0.0006982353795			
109.057265	0.000513958189			
109.119762	0.0004930126992			
109.182259	0.000609598743			
109.244756	0.0007179167632			
109.307253	0.0009202137183			
109.36975	0.00118213798			
109.432247	0.001380298116			
109.494744	0.001446769306			
109.557241	0.001390068198			
109.619738	0.001262191312			
109.682235	0.001099469957			
109.744732	0.0008953112084			
109.807229	0.0006309821924			
109.869726	0.0003116470278			
109.932223	0.0002341773926			
109.99472	0.0003002622603			
110.057217	0.0005537883781			
110.119714	0.0007289887969			
110.182211	0.0008212219807			
110.244708	0.0008529219838			
110.307205	0.000867964671			
110.369702	0.0008782435169			
110.432199	0.0008399970381			
110.494696	0.0006908657109			
110.557193	0.0004048680707			
110.61969	0.0002262847217			
110.682187	0.0004704406078			
110.744684	0.0008078375527			
110.807181	0.001057221408			
110.869678	0.001166389575			
110.932175	0.001155662784			
110.994672	0.001109364499			
111.057169	0.001089866339			
111.119666	0.001053704903			
111.182163	0.0009549000636			
111.24466	0.0008244797444			
111.307157	0.0007836586961			
111.369654	0.0006988390529			
111.432151	0.0005844401578			
111.494648	0.0004645763225			
111.557145	0.0004537584712			
111.619642	0.0005902578712			
111.682139	0.0006782831407			
111.744636	0.0007467747828			
111.807133	0.0008588074372			
111.86963	0.001007973357			
111.932127	0.001183415601			
111.994624	0.001425917914			
112.057121	0.00170311499			
112.119618	0.001871423068			
112.182115	0.001797249844			
112.244612	0.001495178551			
112.307109	0.001218355899			
112.369606	0.001311791148			
112.432103	0.001566282322			
112.4946	0.0016082424			
112.557097	0.001383663428			
112.619594	0.001117324271			
112.682091	0.001067495098			
112.744588	0.001150491933			
112.807085	0.00115925749			
112.869582	0.001022588396			
112.932079	0.0008272113831			
112.994576	0.0007036256457			
113.057073	0.0006680817243			
113.11957	0.0007882288994			
113.182067	0.000877368686			
113.244564	0.0007683334164			
113.307061	0.0005024192806			
113.369558	0.0003676729182			
113.432055	0.0004484293374			
113.494552	0.0004087692821			
113.557049	0.000520991659			
113.619546	0.0007383723664			
113.682043	0.0009219491277			
113.74454	0.0009252582625			
113.807037	0.0007696301702			
113.869534	0.000937046626			
113.932031	0.001073391945			
113.994528	0.001035662939			
114.057025	0.0008179673092			
114.119522	0.0005298529852			
114.182019	0.0003644559229			
114.244516	0.0004052239448			
114.307013	0.0005090279687			
114.36951	0.0005766422656			
114.432007	0.000609563236			
114.494504	0.0005977876212			
114.557001	0.0005894576394			
114.619498	0.0008169529979			
114.681995	0.001037061776			
114.744492	0.001076260843			
114.806989	0.001011444004			
114.869486	0.001012617561			
114.931983	0.001085491589			
114.99448	0.001086158811			
115.056977	0.0009828215814			
115.119474	0.0009250032519			
115.181971	0.001035304467			
115.244468	0.001055637525			
115.306965	0.0009202889671			
115.369462	0.0009198443915			
115.431959	0.001000447461			
115.494456	0.001080613719			
115.556953	0.001093694306			
115.61945	0.001013829638			
115.681947	0.0009764109924			
115.744444	0.001026525127			
115.806941	0.001115581455			
115.869438	0.001205530435			
115.931935	0.001231386206			
115.994432	0.001159635527			
116.056929	0.001041481274			
116.119426	0.0009505005581			
116.181923	0.0009085033368			
116.24442	0.0008938370136			
116.306917	0.0008639299409			
116.369414	0.0007996635984			
116.431911	0.0009606951901			
116.494408	0.0009571393337			
116.556905	0.0008467240637			
116.619402	0.0007336826719			
116.681899	0.0006147442562			
116.744396	0.0004731161235			
116.806893	0.0005377276124			
116.86939	0.0008297887743			
116.931887	0.001145114826			
116.994384	0.001356860338			
117.056881	0.00149282912			
117.119378	0.001588102745			
117.181875	0.001593745236			
117.244372	0.00148531814			
117.306869	0.001416474605			
117.369366	0.001452165455			
117.431863	0.001408972035			
117.49436	0.001195625446			
117.556857	0.0008342667221			
117.619354	0.0005333013149			
117.681851	0.0005812455042			
117.744348	0.000772164095			
117.806845	0.001083359169			
117.869342	0.001398847462			
117.931839	0.001574183776			
117.994336	0.001487279807			
118.056833	0.001278419218			
118.11933	0.001335552028			
118.181827	0.001512514563			
118.244324	0.001528641043			
118.306821	0.001238765601			
118.369318	0.00075642566			
118.431815	0.0006691784056			
118.494312	0.000798710449			
118.556809	0.001026130807			
118.619306	0.001090361164			
118.681803	0.0009919187675			
118.7443	0.0008275198896			
118.806797	0.0006768833236			
118.869294	0.0006174980158			
118.931791	0.0007272218414			
118.994288	0.0009243560758			
119.056785	0.001062644629			
119.119282	0.001071836426			
119.181779	0.0009618602961			
119.244276	0.0008063131787			
119.306773	0.0007113377063			
119.36927	0.0007206866292			
119.431767	0.000752784278			
119.494264	0.0006738859009			
119.556761	0.0004738254272			
119.619258	0.0003041628883			
119.681755	0.0003555395029			
119.744252	0.0006138191751			
119.806749	0.0007161159067			
119.869246	0.0006893276296			
119.931743	0.0007262966857			
119.99424	0.0006925245247			
120.056737	0.0005553181939			
120.119234	0.0006725459742			
120.181731	0.0009826448354			
120.244228	0.001192232994			
120.306725	0.001243839307			
120.369222	0.001129233992			
120.431719	0.0008597571618			
120.494216	0.0004719152707			
120.556713	0.0003226588401			
120.61921	0.0004081741975			
120.681707	0.0006294348775			
120.744204	0.0006615499095			
120.806701	0.0005270332276			
120.869198	0.000444432315			
120.931695	0.000464238477			
120.994192	0.0004834730757			
121.056689	0.0005127138354			
121.119186	0.0005744446571			
121.181683	0.0006777953528			
121.24418	0.0007093953532			
121.306677	0.0006117849947			
121.369174	0.0005176302052			
121.431671	0.00059491534			
121.494168	0.0007240428497			
121.556665	0.0007672445785			
121.619162	0.0009097227171			
121.681659	0.001187883751			
121.744156	0.001362912038			
121.806653	0.001386413535			
121.86915	0.00125173802			
121.931647	0.0009995225426			
121.994144	0.0007108290617			
122.056641	0.0004625838802			
122.119138	0.0003093752097			
122.181635	0.0002938033369			
122.244132	0.0002533404129			
122.306629	0.0001684617851			
122.369126	0.0002440300582			
122.431623	0.0004744069829			
122.49412	0.0006955061576			
122.556617	0.0008363871853			
122.619114	0.000856868789			
122.681611	0.0007433155396			
122.744108	0.0005326653719			
122.806605	0.0003774083942			
122.869102	0.0004236878989			
122.931599	0.0005284456836			
122.994096	0.0006341118693			
123.056593	0.0008937141724			
123.11909	0.001223423379			
123.181587	0.001440809994			
123.244084	0.001521390237			
123.306581	0.001543770874			
123.369078	0.001536096075			
123.431575	0.001427482468			
123.494072	0.001202557932			
123.556569	0.0009887955052			
123.619066	0.0009425943698			
123.681563	0.0009933462494			
123.74406	0.0009695952115			
123.806557	0.0008655498066			
123.869054	0.00079492531			
123.931551	0.0007413399253			
123.994048	0.000626938166			
124.056545	0.0005943880287			
124.119042	0.0007614197318			
124.181539	0.000910146293			
124.244036	0.0008668057515			
124.306533	0.0006297958169			
124.36903	0.0004492512499			
124.431527	0.0004514977653			
124.494024	0.0004302419161			
124.556521	0.0004130430013			
124.619018	0.000449361104			
124.681515	0.0005821753602			
124.744012	0.0006155181749			
124.806509	0.0005709830136			
124.869006	0.0005531630093			
124.931503	0.0004555894041			
124.994	0.0002826494063			
125.056497	0.0003552010917			
125.118994	0.0006619779551			
125.181491	0.0008370144169			
125.243988	0.0008583140829			
125.306485	0.0009629248883			
125.368982	0.001198702151			
125.431479	0.001332964056			
125.493976	0.001186206767			
125.556473	0.0008152226041			
125.61897	0.0006408298272			
125.681467	0.0008313695856			
125.743964	0.0009477787469			
125.806461	0.0009037270589			
125.868958	0.000855066155			
125.931455	0.0008798469731			
125.993952	0.0008238257138			
126.056449	0.0006664034553			
126.118946	0.0004946995561			
126.181443	0.0003790643086			
126.24394	0.0003288601485			
126.306437	0.0004946753715			
126.368934	0.0007664072618			
126.431431	0.0009381534184			
126.493928	0.0009653929868			
126.556425	0.0009610373666			
126.618922	0.001005884928			
126.681419	0.001014486155			
126.743916	0.0009447025723			
126.806413	0.0008927555261			
126.86891	0.0009056560205			
126.931407	0.0009510859385			
126.993904	0.000888796955			
127.056401	0.0007000818971			
127.118898	0.0009007895422			
127.181395	0.001110738071			
127.243892	0.001072317712			
127.306389	0.0009377828581			
127.368886	0.0008939345195			
127.431383	0.0008556968032			
127.49388	0.0007248105633			
127.556377	0.0007572616129			
127.618874	0.001125653763			
127.681371	0.001488687669			
127.743868	0.001654340675			
127.806365	0.001759011453			
127.868862	0.001924357492			
127.931359	0.002022410422			
127.993856	0.00188253076			
128.056353	0.001477748597			
128.11885	0.0009895810022			
128.181347	0.0007916607952			
128.243844	0.0009545512522			
128.306341	0.001157740421			
128.368838	0.001327721527			
128.431335	0.0013915084			
128.493832	0.001237228943			
128.556329	0.001085252403			
128.618826	0.001239264018			
128.681323	0.001483019034			
128.74382	0.001443911362			
128.806317	0.001218139818			
128.868814	0.00142364283			
128.931311	0.001818620742			
128.993808	0.001883619374			
129.056305	0.00188083257			
129.118802	0.003330908078			
129.181299	0.005796468148			
129.243796	0.008350455402			
129.306293	0.010110719			
129.36879	0.01046714305			
129.431287	0.009278501004			
129.493784	0.006961977314			
129.556281	0.004326710921			
129.618778	0.002249797562			
129.681275	0.001220496987			
129.743772	0.001045345535			
129.806269	0.0009779073122			
129.868766	0.001082926063			
129.931263	0.001258394901			
129.99376	0.001114762855			
130.056257	0.000887526462			
130.118754	0.001368683009			
130.181251	0.001952167212			
130.243748	0.002245345058			
130.306245	0.00224581621			
130.368742	0.002113982292			
130.431239	0.001939882736			
130.493736	0.001636413556			
130.556233	0.00119663998			
130.61873	0.0008643774389			
130.681227	0.0006809802409			
130.743724	0.0004895098448			
130.806221	0.0005607719752			
130.868718	0.001004577126			
130.931215	0.001460855012			
130.993712	0.001535578301			
131.056209	0.001212536399			
131.118706	0.0007359911677			
131.181203	0.0005113621512			
131.2437	0.0004480668094			
131.306197	0.000474444806			
131.368694	0.0005373190876			
131.431191	0.0004899610326			
131.493688	0.0003894463487			
131.556185	0.0001923046115			
131.618682	0.0002738968473			
131.681179	0.0005049801861			
131.743676	0.0003999822532			
131.806173	0.0003524540532			
131.86867	0.000748327183			
131.931167	0.001116675011			
131.993664	0.001069563926			
132.056161	0.0006533884192			
132.118658	0.0004919767866			
132.181155	0.0009219074937			
132.243652	0.001176947532			
132.306149	0.001162451008			
132.368646	0.00117047261			
132.431143	0.001241286379			
132.49364	0.001051053972			
132.556137	0.0004971076815			
132.618634	0.0004940643366			
132.681131	0.001140826527			
132.743628	0.001440885402			
132.806125	0.001330359122			
132.868622	0.001045028676			
132.931119	0.0008228555895			
132.993616	0.0006084194502			
133.056113	0.0006144654739			
133.11861	0.001179524824			
133.181107	0.001600607973			
133.243604	0.001579926136			
133.306101	0.001128683117			
133.368598	0.000661668088			
133.431095	0.001053696041			
133.493592	0.00125599229			
133.556089	0.001117709422			
133.618586	0.001000336128			
133.681083	0.001301131107			
133.74358	0.001283271595			
133.806077	0.0008571837113			
133.868574	0.0007344711599			
133.931071	0.001217120098			
133.993568	0.001363852733			
134.056065	0.001053724324			
134.118562	0.0007943917459			
134.181059	0.0009064278839			
134.243556	0.0008758651899			
134.306053	0.000589676643			
134.36855	0.0007351312392			
134.431047	0.001080685822			
134.493544	0.00131232326			
134.556041	0.001319756579			
134.618538	0.001414617403			
134.681035	0.001822469922			
134.743532	0.0017346667			
134.806029	0.00121760527			
134.868526	0.0007734640329			
134.931023	0.001168752322			
134.99352	0.001415929697			
135.056017	0.001096695028			
135.118514	0.0006475565455			
135.181011	0.0007533654621			
135.243508	0.0008889991555			
135.306005	0.0009010550895			
135.368502	0.00108688116			
135.430999	0.001505299922			
135.493496	0.001602473076			
135.555993	0.001372470268			
135.61849	0.001361749068			
135.680987	0.001808150349			
135.743484	0.002003982467			
135.805981	0.001898504833			
135.868478	0.002030499183			
135.930975	0.00245634041			
135.993472	0.002583440143			
136.055969	0.002036470249			
136.118466	0.001399094477			
136.180963	0.001255152226			
136.24346	0.001115246395			
136.305957	0.0007972873501			
136.368454	0.0003499970723			
136.430951	0.0008243792966			
136.493448	0.001160041162			
136.555945	0.001055957164			
136.618442	0.001471706177			
136.680939	0.002237938508			
136.743436	0.00263280195			
136.805933	0.002355095378			
136.86843	0.001542711175			
136.930927	0.000832657699			
136.993424	0.0009744078725			
137.055921	0.001134646051			
137.118418	0.0009836607179			
137.180915	0.0007940068633			
137.243412	0.0007049626855			
137.305909	0.0007064671553			
137.368406	0.0009787707934			
137.430903	0.001385525998			
137.4934	0.001347376575			
137.555897	0.001176726151			
137.618394	0.001567149155			
137.680891	0.00205128584			
137.743388	0.002021235808			
137.805885	0.001238719055			
137.868382	0.000198591746			
137.930879	0.001148859062			
137.993376	0.001581471787			
138.055873	0.001173904478			
138.11837	0.00123908154			
138.180867	0.00192606623			
138.243364	0.002126141355			
138.305861	0.001560241462			
138.368358	0.001103235033			
138.430855	0.001585118295			
138.493352	0.001929157333			
138.555849	0.001869660412			
138.618346	0.00276986075			
138.680843	0.004010041367			
138.74334	0.004520274866			
138.805837	0.003823190116			
138.868334	0.002237779573			
138.930831	0.001767262413			
138.993328	0.002741785606			
139.055825	0.002885839728			
139.118322	0.002143951375			
139.180819	0.001756458399			
139.243316	0.002194618755			
139.305813	0.00244160184			
139.36831	0.001976825387			
139.430807	0.001179327158			
139.493304	0.0007934328977			
139.555801	0.0005679068199			
139.618298	0.0002922051413			
139.680795	0.0005584326259			
139.743292	0.0009116572997			
139.805789	0.0006619638418			
139.868286	0.0003882738425			
139.930783	0.00103807025			
139.99328	0.001476557394			
140.055777	0.001171460708			
140.118274	0.0004533814837			
140.180771	0.0011933385			
140.243268	0.002159208542			
140.305765	0.00237874573			
140.368262	0.001799181483			
140.430759	0.0008828903334			
140.493256	0.0008897157428			
140.555753	0.001332845007			
140.61825	0.001470138511			
140.680747	0.001562365777			
140.743244	0.001785517905			
140.805741	0.00202271904			
140.868238	0.001676120474			
140.930735	0.001030943359			
140.993232	0.0008680361846			
141.055729	0.0009946691396			
141.118226	0.0007834713778			
141.180723	0.0008756527556			
141.24322	0.001174475807			
141.305717	0.001068063232			
141.368214	0.0005555527069			
141.430711	0.001229728137			
141.493208	0.002255736567			
141.555705	0.002573301175			
141.618202	0.001959061718			
141.680699	0.001609734589			
141.743196	0.002329055054			
141.805693	0.003046540964			
141.86819	0.003077888172			
141.930687	0.002815710395			
141.993184	0.002936688912			
142.055681	0.003098359328			
142.118178	0.00285067871			
142.180675	0.002751247436			
142.243172	0.003296476929			
142.305669	0.00371442919			
142.368166	0.003437165558			
142.430663	0.003551752956			
142.49316	0.005241314751			
