#	FP3109  TIM-JPL 33cm-1 LPE	29 Mar 2022		
53.059953	0.0006385514806			
53.12245	0.0008414063898			
53.184947	0.0009795306543			
53.247444	0.001028637152			
53.309941	0.001012865593			
53.372438	0.0009567553806			
53.434935	0.0008778200701			
53.497432	0.0007837157847			
53.559929	0.0006579047277			
53.622426	0.0004982288352			
53.684923	0.0003952424645			
53.74742	0.0005066706539			
53.809917	0.0008632509462			
53.872414	0.001217899149			
53.934911	0.001217037826			
53.997408	0.0008061859273			
54.059905	0.0003780754059			
54.122402	0.0003761856128			
54.184899	0.0007961634947			
54.247396	0.001197751325			
54.309893	0.00119219643			
54.37239	0.0008372502931			
54.434887	0.000515043876			
54.497384	0.0004900698225			
54.559881	0.0006942067169			
54.622378	0.0009121290724			
54.684875	0.001033370611			
54.747372	0.001078237718			
54.809869	0.00107830197			
54.872366	0.001017061248			
54.934863	0.000879853119			
54.99736	0.0007131160309			
55.059857	0.0006104960051			
55.122354	0.0006380731118			
55.184851	0.0007684209059			
55.247348	0.0009194322925			
55.309845	0.001056795998			
55.372342	0.001193652941			
55.434839	0.001281415806			
55.497336	0.001185996686			
55.559833	0.0008431476403			
55.62233	0.0004101312019			
55.684827	0.0001943288726			
55.747324	0.0003610614815			
55.809821	0.0007619281419			
55.872318	0.001109316282			
55.934815	0.001211285508			
55.997312	0.001062855531			
56.059809	0.0008365654225			
56.122306	0.000761279173			
56.184803	0.0009255707826			
56.2473	0.001167726627			
56.309797	0.001190506117			
56.372294	0.0008613270482			
56.434791	0.0003910796623			
56.497288	0.0001321017094			
56.559785	0.000226999997			
56.622282	0.000519403878			
56.684779	0.0007465411777			
56.747276	0.0007615385357			
56.809773	0.0006135505811			
56.87227	0.0004708714302			
56.934767	0.0004663350321			
56.997264	0.0005817692691			
57.059761	0.0006761714594			
57.122258	0.0006371218779			
57.184755	0.0004977825137			
57.247252	0.0003905466149			
57.309749	0.0003879545135			
57.372246	0.0004403091076			
57.434743	0.0004807304209			
57.49724	0.0005096129376			
57.559737	0.0005414839229			
57.622234	0.0005243452293			
57.684731	0.00038996532			
57.747228	0.0001940796752			
57.809725	0.0001329619711			
57.872222	0.0003587629278			
57.934719	0.0007776043334			
57.997216	0.001103919926			
58.059713	0.00115364741			
58.12221	0.001011006857			
58.184707	0.0008804316003			
58.247204	0.0008564737581			
58.309701	0.0008890919243			
58.372198	0.0009107662892			
58.434695	0.0009110466945			
58.497192	0.0009036498342			
58.559689	0.0009103736197			
58.622186	0.0009803492659			
58.684683	0.001132496966			
58.74718	0.001249911086			
58.809677	0.001141428943			
58.872174	0.0007819843406			
58.934671	0.0003946915106			
58.997168	0.0002396720649			
59.059665	0.0003800083682			
59.122162	0.0006757376535			
59.184659	0.0009543581976			
59.247156	0.001131411498			
59.309653	0.001193992557			
59.37215	0.001156932505			
59.434647	0.001052389038			
59.497144	0.0009124818733			
59.559641	0.0007656434669			
59.622138	0.0006704224243			
59.684635	0.0007075393278			
59.747132	0.000882306473			
59.809629	0.001063027586			
59.872126	0.00109128645			
59.934623	0.0009713405692			
59.99712	0.000868701756			
60.059617	0.0008953582468			
60.122114	0.001007911081			
60.184611	0.001115530509			
60.247108	0.001180332223			
60.309605	0.001192296913			
60.372102	0.001118426239			
60.434599	0.0009439191533			
60.497096	0.0007299714584			
60.559593	0.0005576863507			
60.62209	0.0004279807861			
60.684587	0.0002835014995			
60.747084	0.0001535344446			
60.809581	0.000203686106			
60.872078	0.0005508964807			
60.934575	0.0010649355			
60.997072	0.001449360068			
61.059569	0.001521289288			
61.122066	0.001353529814			
61.184563	0.001141217729			
61.24706	0.0009927222679			
61.309557	0.0008965945636			
61.372054	0.0008247944814			
61.434551	0.0007676356427			
61.497048	0.0006984120941			
61.559545	0.000600854432			
61.622042	0.0005238205536			
61.684539	0.0005114734819			
61.747036	0.0004934748794			
61.809533	0.0003628746245			
61.87203	0.0001634193936			
61.934527	0.00007263607427			
61.997024	0.0001635877575			
62.059521	0.0003091273486			
62.122018	0.0003756044199			
62.184515	0.0003720145599			
62.247012	0.000353815687			
62.309509	0.0003069181445			
62.372006	0.0002204966909			
62.434503	0.0001794897151			
62.497	0.0002587068096			
62.559497	0.0003898547227			
62.621994	0.000434856181			
62.684491	0.0003862495982			
62.746988	0.0003990539707			
62.809485	0.0005847540062			
62.871982	0.000854203659			
62.934479	0.0009949699892			
62.996976	0.0008774187159			
63.059473	0.0005822649117			
63.12197	0.0003224663324			
63.184467	0.0002216082994			
63.246964	0.000204684899			
63.309461	0.0001592176897			
63.371958	0.0001242640692			
63.434455	0.0002051966947			
63.496952	0.0003633091214			
63.559449	0.0004802348028			
63.621946	0.0006034551014			
63.684443	0.000870919576			
63.74694	0.001172042373			
63.809437	0.001183051897			
63.871934	0.0008491719381			
63.934431	0.0005305089945			
63.996928	0.0005163083856			
64.059425	0.0006686684611			
64.121922	0.0007436361491			
64.184419	0.0007504142078			
64.246916	0.0007488081494			
64.309413	0.0006201373448			
64.37191	0.000340338261			
64.434407	0.0002046520766			
64.496904	0.0004075792373			
64.559401	0.0006637309			
64.621898	0.0006416185589			
64.684395	0.0005219985853			
64.746892	0.0006366838654			
64.809389	0.0008002964931			
64.871886	0.0006440255354			
64.934383	0.0003813737712			
64.99688	0.0005426591203			
65.059377	0.001044269931			
65.121874	0.001270067185			
65.184371	0.00113690738			
65.246868	0.001251509655			
65.309365	0.001824698825			
65.371862	0.002210420586			
65.434359	0.001877519712			
65.496856	0.001207928861			
65.559353	0.000814933079			
65.62185	0.0006738522176			
65.684347	0.0005539965282			
65.746844	0.0006458843109			
65.809341	0.00103696482			
65.871838	0.001160578628			
65.934335	0.0006117015087			
65.996832	0.00003874527128			
66.059329	0.0002695958138			
66.121826	0.0009547309516			
66.184323	0.001083700916			
66.24682	0.0005535614308			
66.309317	0.0002063335924			
66.371814	0.0003437615179			
66.434311	0.0003334320832			
66.496808	-0.0001003677188			
66.559305	-0.000340260454			
66.621802	0.0000002251319822			
66.684299	0.0004339355141			
66.746796	0.0006161604858			
66.809293	0.001041481231			
66.87179	0.002010222675			
66.934287	0.002722054559			
66.996784	0.002279510744			
67.059281	0.001111002417			
67.121778	0.0005100940958			
67.184275	0.0009227958204			
67.246772	0.001573448833			
67.309269	0.001748755371			
67.371766	0.001591866161			
67.434263	0.001533988614			
67.49676	0.001614675694			
67.559257	0.001640370482			
67.621754	0.00158057519			
67.684251	0.00152292467			
67.746748	0.001487285703			
67.809245	0.001435729538			
67.871742	0.001307129142			
67.934239	0.001005778608			
67.996736	0.0005483389028			
68.059233	0.0002071886796			
68.12173	0.0002533075833			
68.184227	0.0005629502316			
68.246724	0.0007347209633			
68.309221	0.0005886975708			
68.371718	0.0003112789502			
68.434215	0.0001153739287			
68.496712	0.00003234369072			
68.559209	0.00006116518134			
68.621706	0.000227825524			
68.684203	0.0004271283476			
68.7467	0.0004741796341			
68.809197	0.0003851827041			
68.871694	0.0003624496334			
68.934191	0.000463787245			
68.996688	0.0005367198247			
69.059185	0.0005593711555			
69.121682	0.0007505829495			
69.184179	0.00118112642			
69.246676	0.001554567069			
69.309173	0.001580591189			
69.37167	0.001338941322			
69.434167	0.001061846707			
69.496664	0.0007473660745			
69.559161	0.0002541118693			
69.621658	-0.0003311354838			
69.684155	-0.0006997173728			
69.746652	-0.0006904865688			
69.809149	-0.0004747962864			
69.871646	-0.000317790322			
69.934143	-0.0002864377286			
69.99664	-0.0002847571444			
70.059137	-0.0002638766832			
70.121634	-0.000288631509			
70.184131	-0.0004350683905			
70.246628	-0.0006794477453			
70.309125	-0.0008866178992			
70.371622	-0.0008886228825			
70.434119	-0.0005832074583			
70.496616	-0.000007622817665			
70.559113	0.000631028579			
70.62161	0.001028055414			
70.684107	0.0009949443192			
70.746604	0.0006526674945			
70.809101	0.0003360197587			
70.871598	0.0002421441449			
70.934095	0.0002442864267			
70.996592	0.0001310128118			
71.059089	-0.00006007787686			
71.121586	-0.00009392863294			
71.184083	0.0001188769196			
71.24658	0.0004095214533			
71.309077	0.0005806493657			
71.371574	0.000585068757			
71.434071	0.000476559845			
71.496568	0.0003462751369			
71.559065	0.0003223673509			
71.621562	0.0004656587603			
71.684059	0.0006329838032			
71.746556	0.0006137911508			
71.809053	0.0004545602909			
71.87155	0.0004623437532			
71.934047	0.0007614423306			
71.996544	0.00104188574			
72.059041	0.0009415295718			
72.121538	0.0005107584132			
72.184035	0.0001232049366			
72.246532	0.000001051549615			
72.309029	0.00003798786342			
72.371526	0.00008340948178			
72.434023	0.0001247532906			
72.49652	0.0001579282929			
72.559017	0.00009307756454			
72.621514	-0.0001090255101			
72.684011	-0.0003121132815			
72.746508	-0.0003268012954			
72.809005	-0.0001218068695			
72.871502	0.0001298908876			
72.933999	0.0001850911161			
72.996496	-0.00006972288907			
73.058993	-0.0004856717036			
73.12149	-0.0007342411545			
73.183987	-0.0005881131038			
73.246484	-0.0001470139433			
73.308981	0.0002557527178			
73.371478	0.0004095659546			
73.433975	0.0004114750232			
73.496472	0.0004644235782			
73.558969	0.0005960084936			
73.621466	0.000647406455			
73.683963	0.0005047438207			
73.74646	0.0002503990309			
73.808957	0.00005141044565			
73.871454	-0.00003406808495			
73.933951	-0.00005779774949			
73.996448	-0.00003565346165			
74.058945	0.00008166021865			
74.121442	0.000278023957			
74.183939	0.0004304555742			
74.246436	0.0004910468901			
74.308933	0.0005871610261			
74.37143	0.0008258183773			
74.433927	0.001080450363			
74.496424	0.001089164318			
74.558921	0.0007738418402			
74.621418	0.0003551141335			
74.683915	0.000114751246			
74.746412	0.0001420356604			
